1 0.005331023223269916
2 0.009329290640722354
3 0.029987005630893283
4 0.18925132442608197
5 1.1055209409255988
6 4.292140072635191
7 10.088961450038319
8 17.154566354579686
9 25.437643687735317
10 34.337786958984445
11 41.61330090294205
12 46.33258921134175
13 49.13470829307299
14 50.99256988638257
15 52.9237330490121
16 55.214740279212336
17 57.68633592110086
18 59.37293839336287
19 60.419151700929596
20 61.07886582480925
21 61.438709892379975
22 61.739912704494714
23 61.9438243427848
24 62.04777929563856
25 62.15173424849232
26 62.18238763202611
27 62.26901675940425
28 62.28034518375372
29 62.39296304934528
30 62.482257688335054
31 62.46693099656816
32 62.56822043781028
33 62.57555059474228
34 62.61286775730517
35 62.63019358278078
36 62.67750641388731
37 62.59021090860626
38 62.62619531536334
39 62.606203978276085
40 62.62819444907206
41 62.63552460600407
42 62.7068270416153
43 62.595541931829544
44 62.61486689101389
45 62.687502082430946
46 62.70949255322693
47 62.71282444274148
48 62.558224769266644
49 62.73214940192584
50 62.752807116915996
51 62.73947955885782
52 62.72548562289675
53 62.687502082430946
54 62.76613467497418
55 62.760803651750905
56 62.71548995435312
57 62.72748475660547
58 62.76546829707127
59 62.70949255322693
60 62.744144204178184
61 62.654183187285504
62 62.67817279179023
63 62.79745443641088
64 62.76946656448873
65 62.76946656448873
66 62.72681837870257
67 62.601539332955724
68 62.72148735547929
69 62.718155465964756
70 62.63352547229534
71 62.65551594309133
72 62.66751074534369
73 62.69616499516876
74 62.68550294872222
75 62.66417885582914
76 62.768800186585814
77 62.73281577982874
78 62.75080798320728
79 62.73947955885782
80 62.77613034351781
81 62.67817279179023
82 62.648185786159324
83 62.70416153000367
84 62.706160663712396
85 62.71882184386766
86 62.76413554126545
87 62.768133808682904
88 62.697497750974584
89 62.62886082697497
90 62.760137273848
