1 0.010349857256227038
2 0.014116029583029311
3 0.015998781601002637
4 0.023535099973546452
5 0.032951208321367505
6 0.049899217335112184
7 0.07437674078187749
8 0.12239086353712768
9 0.17323272539606596
10 0.26173186194757947
11 0.3718895043305648
12 0.5875032657489251
13 0.8869227057515953
14 1.288008154974647
15 1.88208946226336
16 2.767069671179615
17 4.008772577447582
18 5.617512846665522
19 7.6951067160481985
20 10.217792253790172
21 13.25408707223003
22 16.60152734464771
23 20.288230483659415
24 23.94992354115977
25 27.670067068454035
26 31.485343538518524
27 35.042377112074554
28 38.30493736081295
29 41.36342740599371
30 43.951797643338494
31 46.16766288680861
32 48.00723567289032
33 49.600811256435776
34 50.6993052704567
35 51.68223976864203
36 52.514668657918705
37 53.26158791157929
38 53.84944390973555
39 54.164555588402166
40 54.450518938910555
41 54.76192298037715
42 54.90292010985568
43 55.17112399450925
44 55.41183387085529
45 55.5436502519415
46 55.63493268103134
47 55.72520186393738
48 55.8322591669243
49 55.934737584686246
50 55.88578083559839
51 56.03158255771077
52 56.00424252496884
53 56.08145728888775
54 56.183093636705685
55 56.11624284592152
56 56.15186564855538
57 56.09362416506289
58 56.02477561807545
59 55.89207687762865
60 56.04438157983574
61 56.15368405454446
62 56.224290531319745
63 56.29196356626799
64 56.457616391144825
65 56.37386263981541
66 56.325113763404275
67 56.300667626218036
68 56.202821468453045
69 56.25255680330342
70 56.19242248570052
71 56.18867581954608
72 56.25083038754391
73 56.32425762645206
74 56.51804614684332
75 56.494470947941686
76 56.4314006951531
77 56.39665802459054
78 56.34870425933437
79 56.21878154198738
80 56.192531462044215
81 56.26489076183982
82 56.31581164396605
83 56.36363755861458
84 56.335444214743525
85 56.30710482526193
86 56.342982164567054
87 56.28005234831084
88 56.18300491709572
89 56.33175028691253
90 56.083436926467265
